Código,Familia,Materia,Analfabeta,Básica,Media,Superior ,Sin información,sexo
12138,INFRACCIÓN A OTROS TEXTOS LEGALES,Caza y comercialización de especies prohibidas,0,2,0,0,0,Mujeres
12139,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones al Código Aeronáutico,0,1,1,0,0,Mujeres
12143,INFRACCIÓN A OTROS TEXTOS LEGALES,Transporte o distribución de gas e instalaciones clandestinas,0,0,0,0,0,Mujeres
12144,INFRACCIÓN A OTROS TEXTOS LEGALES,Interrupción de servicio eléctrico,0,0,0,0,0,Mujeres
12146,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracción a la Ley Orgánica Constitucional sobre votaciones populares y escrutinios,0,0,3,2,0,Mujeres
12149,INFRACCIÓN A OTROS TEXTOS LEGALES,Desacato,0,203,433,44,45,Mujeres
12150,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso ilícito del fuego,0,0,0,2,0,Mujeres
12151,INFRACCIÓN A OTROS TEXTOS LEGALES,Uso fraudulento de tarjetas o medios de pago,0,0,4,0,2,Mujeres
12157,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la justicia con ocasión de tratamiento de ADN,0,0,1,0,0,Mujeres
12159,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contenidos en Leyes de Prenda Especiales,0,0,0,0,0,Mujeres
12163,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos relativos al pago de pensiones alimenticias,0,0,4,0,0,Mujeres
12170,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contra la Ley de Bosque Nativo,0,1,0,0,0,Mujeres
12171,INFRACCIÓN A OTROS TEXTOS LEGALES,"Fabricación, acopio o comercialización de hilo curado",0,0,0,0,0,Mujeres
12172,INFRACCIÓN A OTROS TEXTOS LEGALES,"Uso, facilitación o transporte de hilo curado",0,0,0,0,0,Mujeres
12182,INFRACCIÓN A OTROS TEXTOS LEGALES,Daños a monumentos nacionales,0,0,3,0,0,Mujeres
12187,INFRACCIÓN A OTROS TEXTOS LEGALES,Fraudes en transacciones electrónicas,0,0,1,0,0,Mujeres
12999,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos contemplados en otros textos legales,0,10,15,4,3,Mujeres
13049,INFRACCIÓN A OTROS TEXTOS LEGALES,Obstrucción a la investigación de delito o infracción de la Ley de violencia en los estadios,0,0,0,0,0,Mujeres
13051,INFRACCIÓN A OTROS TEXTOS LEGALES,Otros delitos sobre Ley sobre violencia en los estadios,0,0,6,1,0,Mujeres
15007,INFRACCIÓN A OTROS TEXTOS LEGALES,Delitos de la Ley de seguridad interior del Estado contra el orden público y la normalidad de las actividades nacionales,0,0,0,0,0,Mujeres
16403,INFRACCIÓN A OTROS TEXTOS LEGALES,Asociación ilícita para ejercer el comercio ilegal,0,0,1,0,0,Mujeres
22412,INFRACCIÓN A OTROS TEXTOS LEGALES,Tráfico de residuos peligrosos,0,0,0,0,0,Mujeres
22600,INFRACCIÓN A OTROS TEXTOS LEGALES,Desatender el llamado a reclutamiento,0,0,0,0,0,Mujeres
23300,INFRACCIÓN A OTROS TEXTOS LEGALES,Infracciones a la Ley sobre Juzgado de Policía Local,0,0,0,0,0,Mujeres
23785,INFRACCIÓN A OTROS TEXTOS LEGALES,Homicidio a funcionario de las fuerzas armadas en desempeño de funciones de resguardo de la seguridad pública,0,0,0,0,0,Mujeres
23900,SISTEMAS DE INSCRIPCIONES ELECTORALES Y SERVICIO ELECTORAL,Infracciones a la Ley orgánica constitucional sobre sistemas de inscripciones electorales y servicio electoral,0,0,2,1,0,Mujeres
20003,CONDUCTAS TERRORISTAS,Atentado contra Jefe de Estado o autoridad pública,0,0,9,1,0,Mujeres
20004,CONDUCTAS TERRORISTAS,Atentado explosivo o incendiario,0,0,1,1,0,Mujeres
21002,LIBERTAD DE OPINIÓN E INFORMACIÓN,Ultraje público a las buenas costumbres por medios de comunicación social,0,0,0,0,0,Mujeres
21099,LIBERTAD DE OPINIÓN E INFORMACIÓN,Otras faltas y delitos de la Ley 19.733,0,0,0,0,0,Mujeres
22100,VIOLENCIA INTRAFAMILIAR,Maltrato habitual (violencia intrafamiliar),0,5,64,13,7,Mujeres
22101,VIOLENCIA INTRAFAMILIAR,Incumplimiento reiterado de pago de pensión alimenticia,0,0,1,0,0,Mujeres
22410,INFRACCIONES A LA LEY DE DEFENSA DE LA LIBRE COMPETENCIA,Ocultación o entrega de información falsa a Fiscalía Nacional Económica,0,0,1,0,0,Mujeres
13021,FALTAS,Ofensas al pudor,0,2,2,1,0,Mujeres
13023,FALTAS,Alterar el orden público,0,0,1,0,0,Mujeres
13025,FALTAS,Dejar animales sueltos,0,0,0,0,0,Mujeres
13026,FALTAS,Arrojamiento de piedras u otros objetos,1,1,1,0,1,Mujeres
13027,FALTAS,Daño (falta),0,0,2,0,0,Mujeres
13028,FALTAS,Hurto (falta),10,1159,6783,1034,540,Mujeres
13030,FALTAS,Amenaza con arma (falta),1,51,157,17,21,Mujeres
13031,FALTAS,Falta de respeto a la autoridad pública,0,6,51,9,1,Mujeres
13033,FALTAS,Riña pública,1,253,2039,333,186,Mujeres
13035,FALTAS,Desórdenes en espectáculos públicos,0,1,1,0,0,Mujeres
13052,FALTAS,Ocultación de identidad en control investigativo,0,8,50,4,7,Mujeres
13053,FALTAS,Ocultación de identidad en control preventivo,1,22,101,18,16,Mujeres
13097,FALTAS,Otras faltas Código Penal,2,10,51,9,4,Mujeres
13100,FALTAS,Impedir ejercicio de funciones a inspectores municipales,0,0,0,1,0,Mujeres
13101,FALTAS,Transporte de desechos a vertederos clandestinos,0,0,0,0,0,Mujeres
13103,FALTAS,Perro potencialmente peligroso no inscrito,0,0,2,0,0,Mujeres
7038,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte en lugares públicos o privados con previo concierto,0,26,207,35,10,Mujeres
7039,FALTAS TRÁFICO ILÍCITO DE ESTUPEFACIENTES Y SUSTANCIAS SICOTRÓPICAS,Consumo o porte de drogas en lugares calificados,0,2,37,5,1,Mujeres
18001,FALTAS SOBRE EXPENDIO Y CONSUMO DE BEBIDAS ALCOHÓLICAS,Expendio de bebidas alcohólicas a menores,0,0,6,2,0,Mujeres
